time,open,high,low,close,volume
2025-06-17 14:24:00,6012.9,6013.07,6012.57,6013.07,42
2025-06-17 14:25:00,6013.1,6014.58,6012.78,6013.38,90
2025-06-17 14:26:00,6013.38,6014.08,6012.98,6013.28,64
2025-06-17 14:27:00,6013.3,6013.3,6011.78,6012.58,72
2025-06-17 14:28:00,6012.6,6012.78,6011.78,6012.58,58
2025-06-17 14:29:00,6012.6,6012.98,6011.38,6012.38,85
2025-06-17 14:30:00,6012.38,6013.08,6011.48,6012.08,114
2025-06-17 14:31:00,6012.1,6012.38,6011.48,6011.88,57
2025-06-17 14:32:00,6011.88,6013.48,6011.78,6011.88,95
2025-06-17 14:33:00,6011.88,6012.38,6011.28,6012.08,103
2025-06-17 14:34:00,6012.1,6012.39,6011.19,6011.89,66
2025-06-17 14:35:00,6011.9,6013.28,6011.38,6013.28,80
2025-06-17 14:36:00,6013.28,6013.42,6012.32,6013.42,93
2025-06-17 14:37:00,6013.42,6014.82,6012.82,6013.82,114
2025-06-17 14:38:00,6013.82,6014.48,6012.78,6014.38,53
2025-06-17 14:39:00,6014.38,6014.61,6014.01,6014.11,50
2025-06-17 14:40:00,6014.11,6014.41,6011.28,6012.08,104
2025-06-17 14:41:00,6012.1,6012.48,6010.48,6011.08,116
2025-06-17 14:42:00,6011.1,6011.89,6009.99,6010.39,102
2025-06-17 14:43:00,6010.39,6010.99,6009.59,6010.59,66
2025-06-17 14:44:00,6010.59,6011.12,6010.32,6010.62,73
2025-06-17 14:45:00,6010.6,6011.82,6010.32,6010.32,93
2025-06-17 14:46:00,6010.32,6011.38,6010.28,6010.88,73
2025-06-17 14:47:00,6010.9,6011.32,6010.52,6011.12,44
2025-06-17 14:48:00,6011.12,6011.62,6010.42,6010.62,48
2025-06-17 14:49:00,6010.6,6010.6,6009.48,6010.08,86
2025-06-17 14:50:00,6010.08,6010.31,6009.51,6010.21,71
2025-06-17 14:51:00,6010.21,6011.42,6010.01,6011.12,49
2025-06-17 14:52:00,6011.1,6011.92,6010.82,6011.12,83
2025-06-17 14:53:00,6011.1,6011.72,6010.32,6011.42,44
2025-06-17 14:54:00,6011.4,6011.92,6009.62,6011.62,67
2025-06-17 14:55:00,6011.6,6013.12,6011.02,6013.12,42
2025-06-17 14:56:00,6013.1,6015.12,6012.82,6015.12,60
2025-06-17 14:57:00,6015.1,6017.12,6015.02,6016.62,91
2025-06-17 14:58:00,6016.62,6016.91,6015.81,6016.41,65
2025-06-17 14:59:00,6016.41,6016.71,6016.31,6016.61,44
2025-06-17 15:00:00,6016.61,6016.61,6015.29,6016.09,146
2025-06-17 15:01:00,6016.09,6018.08,6015.58,6018.08,112
2025-06-17 15:02:00,6018.1,6020.42,6017.82,6019.92,155
2025-06-17 15:03:00,6019.92,6019.98,6018.48,6018.68,86
2025-06-17 15:04:00,6018.68,6018.97,6018.37,6018.87,63
2025-06-17 15:05:00,6018.9,6019.17,6018.27,6018.37,50
2025-06-17 15:06:00,6018.37,6019.57,6017.97,6019.17,61
2025-06-17 15:07:00,6019.17,6019.17,6017.48,6018.88,64
2025-06-17 15:08:00,6018.9,6018.9,6016.78,6017.68,73
2025-06-17 15:09:00,6017.68,6017.68,6014.47,6015.07,108
