time,open,high,low,close,volume
2025-06-05 14:32:00,5975.8,5977.62,5975.8,5977.32,65
2025-06-05 14:33:00,5977.3,5977.62,5976.82,5977.02,32
2025-06-05 14:34:00,5977.0,5977.61,5976.81,5977.51,18
2025-06-05 14:35:00,5977.51,5977.51,5975.99,5976.29,38
2025-06-05 14:36:00,5976.29,5977.09,5975.79,5976.29,59
2025-06-05 14:37:00,5976.29,5976.51,5975.81,5976.31,27
2025-06-05 14:38:00,5976.31,5977.39,5976.31,5976.99,32
2025-06-05 14:39:00,5976.99,5977.39,5974.81,5974.81,54
2025-06-05 14:40:00,5974.8,5974.8,5972.28,5973.78,83
2025-06-05 14:41:00,5973.8,5974.12,5972.82,5973.32,44
2025-06-05 14:42:00,5973.3,5974.42,5973.3,5973.82,29
2025-06-05 14:43:00,5973.82,5974.42,5973.02,5973.52,45
2025-06-05 14:44:00,5973.5,5974.12,5973.02,5973.82,39
2025-06-05 14:45:00,5973.82,5974.92,5973.82,5974.82,46
2025-06-05 14:46:00,5974.82,5976.42,5974.5,5975.82,55
2025-06-05 14:47:00,5975.8,5977.42,5975.8,5977.02,47
2025-06-05 14:48:00,5977.0,5977.89,5976.99,5977.69,48
2025-06-05 14:49:00,5977.69,5978.39,5977.49,5978.29,22
2025-06-05 14:50:00,5978.3,5978.9,5978.28,5978.48,50
2025-06-05 14:51:00,5978.5,5979.11,5978.31,5979.01,32
2025-06-05 14:52:00,5979.01,5979.08,5978.48,5978.98,47
2025-06-05 14:53:00,5979.0,5979.0,5977.88,5978.28,40
2025-06-05 14:54:00,5978.3,5979.39,5978.29,5979.29,37
2025-06-05 14:55:00,5979.3,5979.42,5978.32,5978.32,21
2025-06-05 14:56:00,5978.3,5979.08,5978.28,5978.78,31
2025-06-05 14:57:00,5978.8,5979.09,5977.09,5977.29,41
2025-06-05 14:58:00,5977.29,5977.29,5976.28,5976.78,54
2025-06-05 14:59:00,5976.8,5977.59,5976.59,5976.79,32
2025-06-05 15:00:00,5976.79,5977.09,5976.29,5976.49,56
2025-06-05 15:01:00,5976.5,5976.51,5975.0,5975.81,70
2025-06-05 15:02:00,5975.8,5976.61,5975.8,5976.51,31
2025-06-05 15:03:00,5976.51,5976.51,5975.31,5975.81,53
2025-06-05 15:04:00,5975.81,5977.09,5974.89,5976.79,62
2025-06-05 15:05:00,5976.79,5977.62,5976.02,5976.02,77
2025-06-05 15:06:00,5976.0,5977.58,5975.88,5977.28,56
2025-06-05 15:07:00,5977.28,5977.58,5976.51,5977.31,44
2025-06-05 15:08:00,5977.31,5978.61,5977.31,5977.81,45
2025-06-05 15:09:00,5977.81,5978.58,5977.08,5978.48,58
2025-06-05 15:10:00,5978.5,5979.11,5978.31,5978.81,26
2025-06-05 15:11:00,5978.81,5979.32,5978.6,5979.32,24
2025-06-05 15:12:00,5979.3,5980.42,5979.3,5979.82,25
2025-06-05 15:13:00,5979.82,5980.82,5979.82,5980.32,129
2025-06-05 15:14:00,5980.3,5980.38,5979.78,5980.08,47
2025-06-05 15:15:00,5980.1,5980.62,5979.12,5979.82,102
2025-06-05 15:16:00,5979.8,5979.89,5978.29,5979.59,80
2025-06-05 15:17:00,5979.59,5980.09,5978.79,5978.99,58
2025-06-05 15:18:00,5978.99,5979.38,5978.38,5978.48,51
2025-06-05 15:19:00,5978.5,5979.38,5978.48,5978.98,53
2025-06-05 15:20:00,5979.0,5979.89,5978.79,5978.79,73
2025-06-05 15:21:00,5978.79,5979.58,5978.28,5978.48,59
2025-06-05 15:22:00,5978.48,5979.18,5978.08,5978.28,37
2025-06-05 15:23:00,5978.28,5979.38,5977.88,5978.98,55
2025-06-05 15:24:00,5979.0,5979.41,5978.31,5978.31,39
2025-06-05 15:25:00,5978.3,5978.98,5977.98,5978.28,54
2025-06-05 15:26:00,5978.3,5979.09,5977.89,5977.99,36
2025-06-05 15:27:00,5978.0,5979.08,5977.48,5978.48,58
2025-06-05 15:28:00,5978.48,5978.58,5977.61,5978.01,49
2025-06-05 15:29:00,5978.0,5978.01,5977.0,5977.31,72
2025-06-05 15:30:00,5977.31,5977.31,5965.99,5970.79,413
2025-06-05 15:31:00,5970.79,5972.43,5969.83,5972.13,208
2025-06-05 15:32:00,5972.13,5973.11,5971.01,5972.81,210
2025-06-05 15:33:00,5972.81,5972.91,5971.41,5972.01,112
2025-06-05 15:34:00,5972.0,5976.12,5972.0,5974.82,178
2025-06-05 15:35:00,5974.82,5975.92,5974.02,5975.82,95
