time,open,high,low,close,volume
2025-07-28 01:00:00,6419.48,6428.38,6419.38,6423.38,305
2025-07-28 01:01:00,6423.28,6426.18,6421.88,6422.18,242
2025-07-28 01:02:00,6422.28,6423.38,6420.48,6420.78,222
2025-07-28 01:03:00,6420.68,6422.78,6419.48,6420.48,157
2025-07-28 01:04:00,6420.58,6423.28,6420.48,6422.18,90
2025-07-28 01:05:00,6422.78,6424.28,6422.28,6422.68,117
2025-07-28 01:06:00,6422.78,6422.98,6419.48,6419.48,93
2025-07-28 01:07:00,6419.28,6420.88,6419.28,6420.28,77
2025-07-28 01:08:00,6419.98,6420.78,6419.48,6420.78,49
2025-07-28 01:09:00,6420.98,6421.78,6420.58,6420.98,59
2025-07-28 01:10:00,6421.28,6421.98,6420.68,6420.98,74
2025-07-28 01:11:00,6420.98,6421.28,6420.28,6421.28,47
2025-07-28 01:12:00,6420.98,6423.38,6420.78,6422.48,67
2025-07-28 01:13:00,6422.38,6423.98,6422.38,6423.78,65
2025-07-28 01:14:00,6423.98,6423.98,6420.48,6420.78,55
2025-07-28 01:15:00,6420.98,6421.48,6420.68,6421.28,35
2025-07-28 01:16:00,6421.28,6423.68,6421.28,6422.98,37
2025-07-28 01:17:00,6423.28,6423.28,6422.28,6422.78,30
2025-07-28 01:18:00,6422.48,6423.78,6422.48,6423.48,22
2025-07-28 01:19:00,6423.78,6423.78,6423.28,6423.28,9
2025-07-28 01:20:00,6422.98,6423.28,6422.48,6422.48,16
2025-07-28 01:21:00,6421.98,6422.28,6421.68,6421.78,22
2025-07-28 01:22:00,6421.48,6421.98,6420.48,6420.48,21
2025-07-28 01:23:00,6420.68,6420.98,6420.48,6420.48,16
2025-07-28 01:24:00,6420.78,6420.88,6420.48,6420.78,13
2025-07-28 01:25:00,6420.48,6421.28,6420.28,6420.98,21
2025-07-28 01:26:00,6420.88,6420.98,6420.38,6420.48,16
2025-07-28 01:27:00,6420.28,6420.28,6417.88,6418.28,13
2025-07-28 01:28:00,6418.38,6418.98,6417.98,6418.98,45
2025-07-28 01:29:00,6418.78,6418.78,6418.18,6418.48,24
2025-07-28 01:30:00,6418.38,6418.98,6418.28,6418.38,31
2025-07-28 01:31:00,6418.48,6418.48,6417.98,6417.98,13
2025-07-28 01:32:00,6417.78,6418.28,6417.18,6418.28,29
2025-07-28 01:33:00,6418.48,6419.78,6418.28,6419.28,27
2025-07-28 01:34:00,6418.98,6419.28,6418.98,6418.98,14
2025-07-28 01:35:00,6419.18,6420.28,6418.98,6420.28,35
2025-07-28 01:36:00,6419.98,6419.98,6418.98,6419.18,9
2025-07-28 01:37:00,6419.28,6419.48,6418.98,6419.08,15
2025-07-28 01:38:00,6419.18,6419.88,6418.78,6419.78,18
2025-07-28 01:39:00,6419.78,6419.78,6419.28,6419.48,10
2025-07-28 01:40:00,6419.78,6419.78,6419.48,6419.78,8
2025-07-28 01:41:00,6419.48,6419.48,6419.48,6419.48,1
2025-07-28 01:42:00,6419.78,6420.78,6419.28,6419.48,18
2025-07-28 01:43:00,6419.78,6420.38,6419.78,6420.28,18
2025-07-28 01:44:00,6420.28,6420.28,6419.78,6419.78,18
2025-07-28 01:45:00,6419.88,6419.88,6419.28,6419.28,13
2025-07-28 01:46:00,6418.98,6419.28,6418.78,6418.78,9
2025-07-28 01:47:00,6418.88,6418.98,6418.48,6418.48,22
2025-07-28 01:48:00,6418.38,6418.98,6417.78,6418.78,16
2025-07-28 01:49:00,6418.48,6418.58,6417.98,6418.28,10
2025-07-28 01:50:00,6418.28,6418.28,6417.48,6417.48,7
2025-07-28 01:51:00,6417.48,6417.78,6417.48,6417.78,4
2025-07-28 01:52:00,6417.78,6417.78,6417.48,6417.78,4
2025-07-28 01:53:00,6417.48,6417.68,6417.28,6417.48,7
2025-07-28 01:54:00,6417.48,6417.48,6417.48,6417.48,1
2025-07-28 01:55:00,6417.58,6418.38,6417.48,6418.38,29
2025-07-28 01:56:00,6418.48,6418.78,6418.28,6418.48,17
2025-07-28 01:57:00,6418.48,6418.78,6418.48,6418.78,2
2025-07-28 01:58:00,6418.78,6419.28,6418.78,6419.28,5
2025-07-28 01:59:00,6419.48,6419.48,6418.98,6418.98,9
2025-07-28 02:00:00,6419.08,6419.48,6418.88,6419.28,37
2025-07-28 02:01:00,6419.28,6419.48,6418.98,6418.98,8
2025-07-28 02:02:00,6418.78,6418.78,6418.28,6418.48,11
2025-07-28 02:03:00,6418.38,6418.48,6417.98,6418.48,5
2025-07-28 02:04:00,6418.28,6418.88,6418.28,6418.88,8
2025-07-28 02:05:00,6418.98,6419.78,6418.98,6419.28,10
2025-07-28 02:06:00,6419.48,6420.28,6419.48,6420.28,20
2025-07-28 02:07:00,6420.38,6420.38,6419.88,6419.98,20
2025-07-28 02:08:00,6419.78,6419.98,6419.58,6419.78,8
2025-07-28 02:09:00,6419.88,6419.88,6418.78,6418.98,15
2025-07-28 02:10:00,6419.28,6420.28,6419.28,6419.78,18
2025-07-28 02:11:00,6419.48,6419.78,6419.28,6419.48,20
2025-07-28 02:12:00,6419.78,6420.28,6419.78,6420.28,12
2025-07-28 02:13:00,6420.38,6420.78,6420.28,6420.78,7
2025-07-28 02:14:00,6420.98,6421.48,6420.98,6421.28,14
2025-07-28 02:15:00,6420.98,6421.48,6420.98,6421.28,12
2025-07-28 02:16:00,6421.48,6421.48,6420.78,6420.78,7
2025-07-28 02:17:00,6420.78,6421.98,6420.78,6421.78,26
2025-07-28 02:18:00,6421.88,6422.48,6421.88,6421.98,15
2025-07-28 02:19:00,6421.98,6422.28,6421.28,6422.28,19
2025-07-28 02:20:00,6422.28,6422.98,6421.98,6422.58,15
2025-07-28 02:21:00,6422.78,6422.98,6422.28,6422.48,11
2025-07-28 02:22:00,6422.58,6422.78,6422.48,6422.58,5
2025-07-28 02:23:00,6422.78,6423.08,6422.48,6422.98,9
2025-07-28 02:24:00,6423.28,6424.28,6423.08,6423.98,20
