time,open,high,low,close,volume
2025-07-30 14:32:00,6390.9,6390.92,6390.62,6390.62,12
2025-07-30 14:33:00,6390.6,6390.6,6389.89,6390.59,25
2025-07-30 14:34:00,6390.6,6391.4,6390.59,6391.09,10
2025-07-30 14:35:00,6391.1,6391.62,6391.1,6391.42,10
2025-07-30 14:36:00,6391.4,6391.92,6391.4,6391.62,17
2025-07-30 14:37:00,6391.62,6391.92,6391.12,6391.62,17
2025-07-30 14:38:00,6391.6,6391.62,6391.12,6391.42,12
2025-07-30 14:39:00,6391.4,6391.4,6391.38,6391.38,6
2025-07-30 14:40:00,6391.38,6391.41,6391.11,6391.11,15
2025-07-30 14:41:00,6391.1,6391.6,6391.07,6391.57,12
2025-07-30 14:42:00,6391.6,6391.62,6391.4,6391.42,6
2025-07-30 14:43:00,6391.4,6391.88,6389.08,6389.58,58
2025-07-30 14:44:00,6389.58,6390.08,6388.58,6390.08,62
2025-07-30 14:45:00,6390.1,6392.12,6390.1,6392.12,37
2025-07-30 14:46:00,6392.1,6392.42,6391.62,6391.92,33
2025-07-30 14:47:00,6391.9,6391.91,6391.1,6391.41,34
2025-07-30 14:48:00,6391.4,6392.09,6391.39,6392.09,20
2025-07-30 14:49:00,6392.1,6392.62,6392.1,6392.62,28
2025-07-30 14:50:00,6392.62,6392.92,6392.12,6392.92,24
2025-07-30 14:51:00,6392.92,6393.12,6392.12,6392.12,23
2025-07-30 14:52:00,6392.1,6392.28,6391.58,6391.58,18
2025-07-30 14:53:00,6391.6,6391.6,6390.87,6390.87,13
2025-07-30 14:54:00,6390.9,6391.37,6390.27,6391.07,24
2025-07-30 14:55:00,6391.1,6391.12,6390.42,6390.92,23
2025-07-30 14:56:00,6390.9,6391.38,6390.58,6390.88,18
2025-07-30 14:57:00,6390.88,6391.1,6390.88,6391.08,12
2025-07-30 14:58:00,6391.1,6391.42,6391.02,6391.12,11
2025-07-30 14:59:00,6391.1,6391.1,6390.39,6390.39,22
2025-07-30 15:00:00,6390.39,6390.4,6389.57,6389.87,17
2025-07-30 15:01:00,6389.9,6390.08,6388.88,6388.88,17
2025-07-30 15:02:00,6388.9,6389.07,6388.37,6388.57,19
2025-07-30 15:03:00,6388.6,6388.87,6388.37,6388.37,27
2025-07-30 15:04:00,6388.4,6389.57,6388.07,6388.87,26
