time,open,high,low,close,volume
2025-07-16 14:24:00,6246.2,6248.88,6245.38,6248.18,40
2025-07-16 14:25:00,6248.18,6249.22,6247.22,6248.42,78
2025-07-16 14:26:00,6248.42,6249.21,6248.21,6248.71,49
2025-07-16 14:27:00,6248.71,6248.71,6246.41,6246.61,60
2025-07-16 14:28:00,6246.61,6248.18,6246.51,6248.18,46
2025-07-16 14:29:00,6248.2,6248.41,6247.91,6247.91,18
2025-07-16 14:30:00,6247.91,6247.91,6245.38,6245.78,38
2025-07-16 14:31:00,6245.78,6246.58,6245.68,6246.38,47
2025-07-16 14:32:00,6246.38,6246.39,6245.39,6245.39,24
2025-07-16 14:33:00,6245.39,6245.68,6244.68,6244.68,36
2025-07-16 14:34:00,6244.7,6245.78,6243.88,6245.68,40
2025-07-16 14:35:00,6245.7,6245.89,6244.89,6245.39,41
2025-07-16 14:36:00,6245.4,6245.61,6244.81,6245.21,31
2025-07-16 14:37:00,6245.21,6245.21,6244.21,6244.21,23
2025-07-16 14:38:00,6244.2,6245.37,6244.17,6245.37,18
2025-07-16 14:39:00,6245.37,6245.42,6243.92,6244.22,19
2025-07-16 14:40:00,6244.2,6244.58,6243.38,6244.18,27
2025-07-16 14:41:00,6244.2,6244.49,6243.19,6243.89,24
2025-07-16 14:42:00,6243.89,6244.38,6243.68,6243.88,33
2025-07-16 14:43:00,6243.89,6244.39,6243.69,6244.39,18
2025-07-16 14:44:00,6244.4,6244.92,6244.4,6244.92,6
2025-07-16 14:45:00,6244.9,6245.82,6244.7,6245.72,35
2025-07-16 14:46:00,6245.7,6246.42,6245.7,6245.92,13
2025-07-16 14:47:00,6245.92,6246.51,6245.71,6246.51,26
2025-07-16 14:48:00,6246.5,6246.92,6246.42,6246.72,18
2025-07-16 14:49:00,6246.7,6247.92,6246.7,6247.92,27
2025-07-16 14:50:00,6247.9,6248.72,6247.9,6248.22,28
2025-07-16 14:51:00,6248.2,6248.2,6247.38,6248.18,20
2025-07-16 14:52:00,6248.2,6248.41,6247.91,6247.91,13
2025-07-16 14:53:00,6247.9,6247.9,6247.78,6247.88,6
2025-07-16 14:54:00,6247.9,6248.39,6247.89,6248.39,23
2025-07-16 14:55:00,6248.39,6248.91,6248.19,6248.71,24
2025-07-16 14:56:00,6248.7,6249.22,6248.7,6249.22,9
2025-07-16 14:57:00,6249.22,6249.42,6248.92,6249.22,27
2025-07-16 14:58:00,6249.22,6249.4,6249.18,6249.38,11
2025-07-16 14:59:00,6249.38,6249.42,6249.18,6249.42,13
2025-07-16 15:00:00,6249.42,6249.92,6248.92,6249.42,36
2025-07-16 15:01:00,6249.42,6249.42,6247.68,6247.68,21
2025-07-16 15:02:00,6247.68,6248.18,6247.67,6247.67,26
2025-07-16 15:03:00,6247.67,6248.28,6247.67,6248.18,32
2025-07-16 15:04:00,6248.2,6248.2,6247.19,6247.69,45
2025-07-16 15:05:00,6247.7,6248.98,6247.68,6248.88,33
2025-07-16 15:06:00,6248.88,6249.21,6248.68,6249.21,24
2025-07-16 15:07:00,6249.2,6249.41,6248.71,6248.71,17
2025-07-16 15:08:00,6248.7,6249.17,6248.67,6249.17,9
2025-07-16 15:09:00,6249.17,6250.41,6249.17,6250.41,22
2025-07-16 15:10:00,6250.4,6250.92,6250.32,6250.82,28
2025-07-16 15:11:00,6250.82,6251.42,6250.72,6251.42,13
2025-07-16 15:12:00,6251.4,6252.22,6251.22,6252.22,21
2025-07-16 15:13:00,6252.2,6252.72,6251.22,6251.22,48
2025-07-16 15:14:00,6251.22,6251.42,6251.17,6251.37,19
2025-07-16 15:15:00,6251.37,6252.18,6251.18,6251.88,23
2025-07-16 15:16:00,6251.9,6253.38,6251.88,6253.18,29
2025-07-16 15:17:00,6253.18,6253.28,6252.68,6252.88,14
2025-07-16 15:18:00,6252.9,6252.9,6251.88,6251.88,23
2025-07-16 15:19:00,6251.9,6252.4,6251.77,6252.17,27
2025-07-16 15:20:00,6252.17,6252.9,6251.88,6252.68,49
2025-07-16 15:21:00,6252.68,6252.7,6252.18,6252.18,12
2025-07-16 15:22:00,6252.2,6252.2,6251.37,6251.67,27
2025-07-16 15:23:00,6251.7,6251.7,6250.88,6251.08,25
2025-07-16 15:24:00,6251.08,6251.67,6250.77,6250.87,36
2025-07-16 15:25:00,6250.87,6251.17,6250.37,6250.87,31
2025-07-16 15:26:00,6250.9,6251.38,6250.88,6251.18,22
2025-07-16 15:27:00,6251.2,6251.2,6250.68,6250.68,12
2025-07-16 15:28:00,6250.7,6251.47,6250.67,6251.47,31
2025-07-16 15:29:00,6251.47,6252.21,6251.41,6251.81,40
2025-07-16 15:30:00,6251.81,6261.59,6251.69,6258.69,352
2025-07-16 15:31:00,6258.69,6259.28,6255.68,6258.18,283
2025-07-16 15:32:00,6258.18,6260.37,6256.67,6259.17,179
2025-07-16 15:33:00,6259.17,6261.2,6258.37,6258.37,182
2025-07-16 15:34:00,6258.37,6260.37,6258.17,6259.87,139
2025-07-16 15:35:00,6259.87,6262.37,6259.87,6262.37,111
2025-07-16 15:36:00,6262.37,6263.67,6262.17,6263.67,126
2025-07-16 15:37:00,6263.67,6264.4,6262.67,6263.87,104
2025-07-16 15:38:00,6263.87,6265.67,6263.17,6263.67,89
2025-07-16 15:39:00,6263.67,6264.37,6262.87,6263.17,68
2025-07-16 15:40:00,6263.17,6263.4,6260.17,6261.17,102
2025-07-16 15:41:00,6261.17,6262.18,6260.38,6260.38,58
2025-07-16 15:42:00,6260.4,6262.59,6259.39,6262.59,69
2025-07-16 15:43:00,6262.59,6262.88,6261.88,6262.68,58
2025-07-16 15:44:00,6262.68,6263.38,6262.18,6262.18,55
2025-07-16 15:45:00,6262.18,6263.38,6261.68,6262.68,60
2025-07-16 15:46:00,6262.68,6263.87,6262.67,6263.67,44
2025-07-16 15:47:00,6263.7,6263.88,6263.18,6263.88,40
2025-07-16 15:48:00,6263.88,6265.68,6263.68,6265.38,47
2025-07-16 15:49:00,6265.38,6265.38,6264.38,6264.68,35
2025-07-16 15:50:00,6264.68,6265.87,6264.17,6265.37,48
2025-07-16 15:51:00,6265.4,6266.38,6264.88,6265.68,31
2025-07-16 15:52:00,6265.68,6266.17,6265.17,6266.17,22
2025-07-16 15:53:00,6266.17,6266.17,6264.88,6264.88,43
2025-07-16 15:54:00,6264.88,6265.37,6263.27,6263.87,49
2025-07-16 15:55:00,6263.9,6263.9,6262.67,6263.37,37
2025-07-16 15:56:00,6263.37,6263.4,6262.68,6263.18,38
2025-07-16 15:57:00,6263.18,6263.68,6261.88,6261.88,26
2025-07-16 15:58:00,6261.88,6263.38,6261.88,6263.38,28
2025-07-16 15:59:00,6263.4,6263.88,6263.18,6263.38,35
2025-07-16 16:00:00,6263.4,6263.77,6262.37,6262.67,39
2025-07-16 16:01:00,6262.67,6263.38,6261.68,6262.38,40
2025-07-16 16:02:00,6262.38,6262.7,6261.18,6261.38,44
2025-07-16 16:03:00,6261.38,6261.78,6260.38,6260.58,53
