6222.98,6227.58,6222.58,6226.68,95
6226.88,6227.68,6226.28,6226.58,64
6226.78,6226.78,6222.88,6223.58,72
6223.48,6224.68,6223.48,6223.58,61
6223.68,6223.78,6222.68,6222.98,21
6223.08,6224.08,6223.08,6223.48,30
6223.58,6224.28,6223.28,6224.08,29
6224.18,6225.08,6224.18,6224.48,31
6224.98,6225.68,6224.68,6224.88,51
6224.98,6225.58,6224.58,6224.68,33
6224.58,6224.58,6223.68,6224.18,16
6223.78,6224.08,6223.18,6223.18,20
6223.48,6223.58,6222.58,6222.98,21
6223.08,6223.58,6222.68,6222.68,21
6222.68,6223.28,6222.68,6223.18,16
6223.18,6223.28,6222.68,6223.18,17
6223.18,6223.18,6221.58,6221.68,33
6221.58,6221.58,6220.18,6220.18,39
6220.08,6221.08,6219.98,6220.98,32
6220.98,6221.28,6219.18,6219.48,47
6219.48,6219.88,6218.78,6219.68,52
6219.68,6219.68,6218.38,6218.48,47
6218.38,6218.78,6216.78,6217.48,80
6217.68,6218.08,6216.98,6217.48,41
6217.38,6217.58,6216.28,6217.48,56
6217.38,6219.08,6216.98,6218.98,37
6218.88,6220.08,6218.78,6219.28,40
6219.08,6219.38,6218.78,6218.98,25
6218.88,6219.08,6218.28,6218.58,38
6218.58,6218.88,6217.98,6218.28,38
6218.38,6220.38,6217.98,6219.78,34
6219.58,6221.08,6218.98,6220.88,44
6220.88,6221.58,6220.78,6220.98,43
6221.18,6221.98,6220.98,6221.78,32
6221.88,6222.38,6221.78,6221.98,34
6222.38,6222.88,6221.78,6221.78,32
6221.88,6222.08,6220.98,6221.28,39
6221.38,6222.88,6221.38,6222.28,25
6222.58,6223.88,6221.78,6223.28,25
6223.08,6223.58,6222.48,6223.48,26
6223.38,6225.38,6222.98,6223.98,28
6223.88,6226.08,6223.78,6225.78,33
6225.58,6225.88,6224.78,6224.78,22
6224.78,6225.08,6224.78,6224.98,10
6224.98,6224.98,6223.98,6224.08,14
6224.28,6224.68,6223.28,6223.28,36
6223.08,6223.08,6221.98,6221.98,29
6222.18,6222.88,6221.48,6221.98,32
6222.38,6223.88,6221.48,6223.78,61
6223.88,6224.88,6223.78,6223.98,32
6223.88,6223.88,6222.78,6222.98,30
6222.88,6223.98,6222.78,6223.48,17
6223.38,6223.88,6223.28,6223.28,13
6223.58,6224.08,6223.48,6223.78,14
6223.58,6224.58,6223.28,6224.28,31
6224.08,6224.38,6223.48,6223.98,19
6223.88,6223.98,6222.98,6222.98,14
6222.88,6223.58,6222.78,6223.48,21
6223.38,6223.58,6222.98,6223.48,15
6223.68,6224.38,6223.68,6223.78,24
6223.88,6224.58,6222.88,6223.98,40
6224.38,6224.38,6223.98,6224.38,12
6224.08,6224.08,6223.28,6223.78,22
6223.58,6224.58,6223.48,6224.28,15
6224.08,6225.08,6224.08,6224.98,25
6224.88,6226.28,6224.78,6225.48,29
6225.38,6225.88,6224.98,6225.58,18
6225.48,6227.58,6225.48,6227.28,58
6227.08,6227.98,6226.48,6226.98,53
6227.38,6227.38,6226.48,6226.98,25
6227.38,6227.58,6226.28,6226.28,27
6226.38,6226.88,6226.28,6226.78,21
6227.08,6227.88,6226.98,6227.28,29
6227.08,6227.38,6226.88,6227.18,19
6227.38,6227.38,6226.98,6226.98,16
6226.88,6227.08,6226.58,6226.98,11
6226.88,6227.58,6225.98,6226.58,39
6226.58,6226.78,6226.18,6226.68,30
6226.78,6227.28,6226.78,6227.18,12
6227.38,6227.58,6226.98,6226.98,10
6226.78,6227.58,6226.68,6227.28,26
6227.28,6227.58,6227.18,6227.48,13
6227.48,6229.18,6227.48,6228.68,37
6228.98,6229.08,6227.88,6227.98,46
6227.78,6227.78,6226.68,6226.68,15
6226.58,6227.68,6226.58,6227.48,25
6227.58,6227.78,6227.48,6227.68,12
6227.68,6228.08,6227.48,6227.48,18
6227.58,6228.08,6227.58,6227.68,27
6227.68,6228.08,6227.28,6227.68,30
6227.7,6228.6,6227.48,6228.18,34
6228.2,6229.19,6228.19,6229.19,24
6229.19,6229.82,6228.92,6229.22,56
6229.2,6229.29,6228.99,6228.99,14
6229.0,6230.08,6228.98,6229.68,37
6229.7,6229.81,6229.5,6229.71,13
6229.7,6230.09,6229.49,6229.69,41
6229.7,6229.7,6228.38,6228.48,39
6228.5,6228.5,6227.48,6227.98,30
6227.98,6227.98,6227.09,6227.49,30
6227.5,6227.59,6227.19,6227.19,20
6227.2,6228.08,6227.18,6227.68,31
6227.7,6227.71,6227.21,6227.21,8
6227.2,6227.58,6227.18,6227.48,4
6227.5,6228.08,6227.18,6227.48,31
6227.5,6228.79,6227.49,6228.49,58
6228.5,6229.11,6228.01,6229.01,48
6229.01,6229.02,6228.22,6228.72,36
6228.72,6229.21,6228.51,6229.21,21
6229.21,6229.32,6228.72,6229.02,39
6229.02,6229.22,6228.22,6228.22,62
6228.22,6228.62,6227.58,6227.68,32
6227.7,6228.28,6227.68,6227.98,27
6228.0,6228.91,6228.0,6228.71,32
6228.7,6230.12,6228.7,6229.92,70
6229.92,6230.62,6229.52,6229.52,71
6229.5,6229.5,6228.59,6228.89,30
6228.9,6229.29,6228.69,6229.29,26
6229.29,6229.32,6228.72,6229.22,45
6229.2,6230.09,6229.19,6229.69,24
6229.69,6229.82,6228.12,6228.22,119
6228.2,6229.28,6227.98,6229.18,58
6229.18,6230.12,6228.62,6228.72,80
6228.7,6229.08,6227.68,6227.68,74
6227.7,6227.77,6226.67,6226.97,81
6226.97,6227.59,6226.79,6227.29,73
6227.3,6227.3,6224.99,6226.49,73
6226.49,6227.61,6226.49,6226.71,51
6226.71,6227.79,6226.49,6226.49,48
6226.5,6227.28,6226.18,6227.08,48
6227.08,6228.32,6226.92,6227.02,69
6227.02,6229.08,6226.98,6228.98,91
